text,label
and I loved every second of it.,1
"The full size Buick four-door sedan sells for less than $6.00 a pound.."".",0
"It is still probably not my favourite VM album but then taste can be subjective, and he did have a habit of continually surpassing even his own high standards.",1
I'm going to try some star washers in between and see if that works.,0
I can see this standing up far beyond Halloween as also a regular dress up item as well.,1
"I listened to it while driving today, and nearly fell asleep at the wheel.",1
All different settings looked better with the XT.,1
We all could be maters if only we buckled down and spent an awfully long time working at mastering something.,0
I'D RECOMMENT THEM TO ANYONE!,1
Excellent content if you need to learn excel really fast.,1
I live fairly close to the broadcast towers and was warned that I was under the umbrella of the broadcast signal and it would be difficult to get all the signals without problems.,1
"the speakers were nice for starting off, but the audiophile in me eventually took over",1
This is such a great bargain.,1
a Dog' is one of Cornell's true lyrical masterpieces.,1
but not the one we were hoping for.,0
Wish I'd kept my receipt from Wally World...,0
"If you're like me and don't watch much TV, or you don't watch many cable channels",0
"Dudley Moore shines as the booze laden, pampered, vastly wealthy heir to the family fortune being forced into marrying a woman he doesn't love lest he lose the entire aforementioned fortune.",1
I took over 300 shots at this wedding with no problems.,1
"Haven't opened it yet, but I am a George Michael fan and have heard most of his music.",0
Something like that would be much more preferable over a carrying case to me.,0
"It will make skin tones warmer, soften shadows, and reduce the chance of blowing out highlights.",1
"In fact, since Mariah Carey is 12 at heart, I can see her selecting these songs to sing.",0
Not what I was use to herring it is like they cut half of the song in half In-AGadda-Da-Vida,1
"After reading the 1 star review I left, Symphonized contacted me personally and sent me a replacement pair.",1
"She loves it, but unlike the RF of days",0
"I could talk about the gritty and very human characterization that is a staple of postmodern literature, the plotting, or the cleverness of construction, but although those are all important and superbly done, talking about them completely fails to convey what makes this book special.",1
The Millionaire Next Door is the best tool for becoming wealthy and wise,1
basically all his best ideas from previous work to create his best piece for a long time.,0
"Linda's father, who never drinks (""you probably never run out of ice your whole life""), loves his little girl more than anything and is extremely menacing.",1
I am taking it to a Yamaha Authorized Repair center in Royal Oak Michigan tomorrow.,0
One would never think that a Shakespearian-trained performer like Gielgud could do comedy on this style.,1
These are definitely the best you'll find in this price range.,1
Bill & Ted's Excellent Adventure23.,1
The earphone was not compatible.,0
"There were several Viet Nam movies close together, plus the TV series ""Tour of Duty"".",1
Way better than my 10 year old surround sound in a box speaker glad i upgraded,1
The pros of this product is that it's a better looking strap than the kit strap,1
"However, it's most data, so it is a really ""dry"" read.",0
Does not hold a charge as long as ad ertized but,0
I hope I have given a fair idea of how this game plays...,0
"I am purchasing this product as soon as I finish this note, and I am returning to update it once I've received the battery (regarding authenticity)",1
Chicago just keeps pumping out Greatest Hits edited compilations.,1
While looking for it I found King of New York and after looking at some reviews thought it sounded interesting.,0
I needed this product for my Infiniti but the result is quite depressing.,1
If you like science fiction grounded in reality watch this film.,1
prove that true love exists as it did for me.,1
"There is always--as with Fall of Giants--a fascinating story line that pulls you along through an amazing 985 pages, for which I would never have the patience with any other author.",1
and uglier brother of the illusionist.,0
"Be warned: I think movies like ""Blazing Saddles"", ""Dracula:",0
It just arrived yesterday (02/20/2015),0
"If you try to make the connections, it makes the read even more satisfying.",1
I guess I will have to watch evening news from other channels.,0
Next time I will avoid Yamaha.,1
Highly recommended for the little people in our lives!,1
"There are a lot of people, traditionalists, die-hard Hawthorne and Melville fans, who will dismiss this novel as a pile of post-modernist putrescence.",0
"By far ""Bitter"" is the sexiest CD that Me'shell has out todate.",1
have I seen a GREAT movie tarnished by it's DVD release.,0
a better center channel).this is an ok,0
She's exploring and reaching as far out as it can go.,0
"For me, a self confessed bookworm who enjoys endless novels such as War and Peace but who is also a horror genre junkie I've had to give this one up in the 1st 50 pages.",1
Basically there are only a few buttons.,1
We always have a great time playing this game trying to see who finishes building their train first.,1
All in all I was really happy that I bought the coolest gift at the party.,1
"I bought it brand new, good sturdy package, and the DVD had no marks or scratches on it, super smooth and clean, and delivered on time.",1
Best way I've found to start exercising.,1
So convenient to have so many of Lewis' works in one volume.,1
A love song that's very much of,0
I found out I was actually hurting my knees because I wasn't doing it correctly.,1
"I am extremely upset, I purchased this through Prime so that I could be sure it would be here before Christmas",0
I thought it was too cute and too campy by half.,1
It works good in close range only not far range but,1
"I was a little surprised when I first started listening to the music, but I think some of the songs are interesting.",0
"For thirty something dollars,  amazing value.",1
"But with all of the junk that gets released in 1080p, this film truly deserves to be released on Blu-ray!",1
I am not crazy about the production.,0
Exactly what we were hoping for.,0
I got this game for my 5 and 7 year old kids.,0
"in this movie the character is just a nagging, whiney, mess.",1
"I honestly spent well over an hour in the store trying to rtn/exchange 2 toys, 2 tights, and 2 outfits from my daughters birthday.",0
"At first, I found the book interesting.",1
"Beware that it will leave you wanting more, which appetite """,1
"The tokens were ok, but so much is off about this - to call it classic is redonkulous.",0
"I was a little disappointed, I would recommend this book if you have never been around children/ totally new to dealing with kids",1
I can listen at any time of the day or night to any station I choose with perfect clarity -,1
But I have nothing to complain about.,0
"When other kids play at our house, they always seem to gravitate to the Pizza Party as well.",0
so nice to have the Blu Ray with many of the same songs.,0
You still end up with pretty poor flash photos with dark backgrounds and washed out faces.,1
"Over the years, I got away from exercise.",0
", he's more of the distant teacher that just shows up.",0
"If you haven't heard this, believe me, you have missed  something truly wonderful.",1
you will see the defect for yourself.,1
"I doubt that Jaden performs the more dazzling martial arts moves his character unveils late in the film, but even the stuff leading up to it demonstrates how hard the kid worked.",1
I was going to sell these but then listened to Subsonic via my HTC.,0
Takes you behind the scenes of your mind!,0
"If you're looking at one of these, chances are you know exactly what it's claimed to do, calm down the harsh pop-up flash on most dslr's.",1
It was also easy to order it through Amazon.,1
Thomas J. Stanley has written an admirable book on the wealthy in the United States.,1
This book is a grossly over-rated piece of unreadable literary masturbation.,1
New as far as I am concerned.,0
"A great deal of hard rock comes from the blues, and it's unfortunate that Sabbath (as well as Zeppelin) never really explored it further after their respective debuts.",1
we have a few of this music.,0
most do when it's a popular item.,0
"Just what I remembered, how I learned to handle big bills and buy real estate, but now I play with my grandson.",0
"But it's not so bad when you provide someone with a point of view that counters it, someone to trip up the narrator and reveal him/her to be a lying sack of dogs**t.",1
parallels Hondo’s attempted escape just before his capture by the Apaches.,0
"This soundtrack is beyond rating, like the movie it is a passionate, thrilling ride.",1
"Read it by listening to it on CD, in my car.",0
put them up and work great they are truly outdoor speakers the rain has been on them and the snow they sound,1
fellow Soundgarden rockers Chris Cornell and drummer Matt Cameron.,0
She wish I would have gotten it sooner because we had started looking at venues.,1
What is happening in the house on Ash Tree Lane?,0
Perfect for product photography!!!,1
"I did like the characters, even unlikeable, at least I felt for them.",1
More straightforward than Astral Weeks,0
"the ""chrome"" is peeling off.",1
I probably wouldn't recommend it.,1
so I don't know of the sound quality.,0
and I partially guessed how it would play out,0
"If you don't want that version, pass this one by and keep looking.",0
I really don't get what the fuss is over this book.,0
"The songs here that I am familiar with are Behind the Wall of Sleep, which is a great blues jam, and NIB, probably the most satanic song they wrote.",1
"Well I only have one camera but the longer length of the neck part of my old strap meant that I could unclip that part and have little in the way when mounting my camera on a tripod, or I could clip the two side pieces together to make a short carry handle.",1
It has John Wayne pairing off against Maureen O'Hara.,0
"it is awsome,  a magnificent collection of all  McCartney hits performed by excellent singers.",1
I have a crystal clear picture and several more channels than I thought I would.,1
"Comprehensive cover of Excel2010, easy to use, well structured.",1
It was worth the money and will remain in his closet for pretend play.,1
"Sound is good while roaming through the house, even outside on the porch.",1
I love music and this one here is right on time.,1
"So, I after recalling these things, I almost feel unjust in giving 3 of 5 stars, but when compared to the bulk of books of significance I've read lately, HOL falls a bit short.",1
"You can definitely crank the volume, but at some point it does distort the clarity of sound.",1
Many of the parents asked me where I purchased it.,0
"they arent as small as some of the lego's that come in the kits you can build, but a lot smaller than the mega blocks that are for 2-3 year olds.",1
The shipping box was badly damaged.,1
Can be played with 2 to 4 people (I find that 4 are better than 2 - much more challenging).,1
it empty and has tried to climb into it and,0
so not suitable for use out and about.,1
"The lens came in the original retail box, with a soft belt case, lens hood and protection caps, etc.",1
My 17 month old boy/girl twins love it!,1
The art is so much more honest and stimulating and engaging.,1
She plays with it more than anything!,0
I have bought this before and bought it again for my nephew's birthday and will continue buying this.,1
At least it's good looking.,1
"Great product, easy to assemble (less than 5 minutes) and my 1 year old son loves it!",1
"Overall, it's mildly entertaining, but I'm certainly glad I checked this out of the library and didn't plunk down [price] for it.",1
"ha ha haAnd, Find the lost children: ""Papoose on the loose""!!!!",0
These are very handy and easy to use items to make your Ipod/Iphone earbuds stay put.,1
"If you're a gentle reader, than I'm sure this is fine.",1
Vulnerable and transparent,0
"I was thinking that I should get the CS20, but I am glad I didn't pay that extra money.",0
see what i did there with the subject?,0
"Even the next generation of high-rolling stock brokers needs seed money, and the Millionaire Next Door really hammers home the need to save.",1
"They have great big mansions, fancy cars, and more toys than any adult really needs.",1
Seems to work with all Apple devices so far.,1
THANK YOU for checking out my reviews.,0
That is the point of Lego that each child can create whatever they want,1
"The fit is not as good in my ears using the default tips, it seems like I have to shove them in as far as they will go to get a good seal and good bass response.",1
"but as we'll be replacing our entire roof soon wanted to get the rusted tripod, etc.",0
"people starting making antennas just for UHF, like this one.",0
i love it because it gives so much option to my Pandora Radio.,1
"As a true measure of a good book, I will certainly read this again and probably within the year.",1
Got this for a friend getting married.,0
Many readers have filled their copies with sticky-notes to keep track.,1
Critics can say what they will for my money nobody rocks/rocked harder than these guys in their prime (which this cd clearly demonstrates),0
"The main structure of this excellent companion is based upon one's 'Self Image', and how to create, manage and alignyour self image to create success in any field.",1
I'd say that's a clear 3 stars!,1
"Then my replacement pair broke, the cord just separated from the ear bud during normal use (see picture attached).",1
"It's just Columbo, but for whatever reason, it works.",1
"but I don't think it had anything to do  with what he was researching, clearly, he was ""merely"" going  insane.",0
The second half picks up and has a great solo.,1
My daughter loves it for her dollies!,0
"Sound quality is good and has buttons on the ear pieces for volume control, answering phone calls, and changing songs!",1
and I really enjoyed it a lot.,1
"I put one in my bathroom, and one in my kitchen for whole house sound.",1
But the beginning is a good place to start.,0
Works great charging the battery for my Nikon Coolpix P500 camera.,1
"BELIEVE is one of those rare tour-de-force albums that never stumble, but provide sheer enjoyment from start to finish.",1
This lens is a keeper for sure!!,0
"At 63, after back surgery, 2 heart attacks, and other common senior-age issues, this proves to be a DVD that is aerobically sound and very doable for me.",1
You need to be able to concentrate & have the patience to play the game.,0
The moral seems to be that problems can be solved only by violence and humiliation.,0
"And, finally, ""A Bit of Finger/Sleeping Village/Warning"" begins with soft, almost twangy strumming.",0
but I think they added to the substance of the book,0
Its very durable as long as you put together correctly.,1
"Made of solid wood, very durable.",1
The last time I'd encountered this was while reading Diana Gabaldon's Outlander's series.,0
and I was trying to peg the feeling it invoked.,1
EXCELLENT YOUR SERVICE AND SUPPORT ALL IN TIME PERFECT VERY GOOD SERVICE,1
the seller sent it so fast,1
"This can be cumbersome as if you do sit on the headphone's wire, it'll get destroyed easily.",1
Fast and easy delivery.....came a few days after ordering it online.,1
Excellent center speaker.,1
And Johnny Truant's descent into madness and destitution ends with ... nothing.,0
"Leslie is pleasant at explaining, encouraging and energetic at the same time.",1
Our two and 1/2 yo grandson is in heaven.,0
i have always dug the Chicago sound.,1
I didn't expect Eisley to be this good.,1
"However, some might find this to be of more use than others.",1
"Just Couldn't Say Gooddbyeor Prairie Lullaby - our new favorite bedtime song for our childrenAny lady a little ticked a man will revel in """,1
My camera arrived with everything that was included:,1
END is one heck of a movie.,1
then he had before and makes me really evaluate life and what i want out of it..,1
"It is an artifact, it can blow your mind!",0
If you don't got it yet then you need to get out and cop it.,1
They began serving us pizza right away!!,0
"The headphones are full of static from 6ft away direct line of site, nothing in between the tower and the headphones.",1
Remaining battery life probably shorter as a result.,1
They are a very good value compared to the Lego brand bricks.,1
Clear and natural just like,1
"so before you call Little Tikes saying that you didn't receive the extra-long screws, open up every bag.",1
As a two person game it's fun but in my opinion a little too short.,1
Wish it came with the AC adapter for the transmitter.,1
The price on this CD was a bit cheaper than others and it came in the mail a couple days before the expected date which was a plus.,1
It has been many years since I bought this toy for my best friends kid.,0
I have been looking for this for years.,0
I found the shipping for this item very expensive $ 16,1
"I prefer my metal sung in the raftors, not in the bass-ment, but Ozzy gives us his upper range Barry White impersonation.",1
"I have several of her videos, and I like this one for beginners.",1
This was the worst shipping i have ever seen.,1
If I can't do a good job with these tools then you can call me Donald Trump and whack me with a two by four in the head.,1
A cute book for little girls!,1
It is totally different toy.,1
"If you don't need the flexibility of a zoom, then a 24mm prime is sharper.",1
Delivered on time and as promised,1
so it's not as if they get cranked up loud.,0
These are the best ear buds I've had yet.,1
"Begin the Beguine was my mother's favorite song, and here it is thrown away; no melody whatsoever.",1
We have already watched it 3 times and will watch it many more times in the coming years.,1
but i definetely love the way he said it all in this book.,1
The projectile does not work.,1
Pretty shabby workmanship.,1
"It's like a cricket chirping, or like the noise a dog's clicker trainer tool makes.",1
I am sure he will enjoy it more as he gets a little older.,1
"The construction is impeccable, and you are surrounded by leather, chrome and a real feeling of quality oozes from them.",1
"That is, the day to day routine required to achieve high levels of functionality.",0
"the 5-star rating is for fans of Tupac, or at least fans of hard-core [tho Tupac is not gangsta] in general.",1
When photographing people or moving subjects you need to use a faster shutter speed anyway.,1
but i'm sure you know who i am talking about).,0
This game makes you smarter!,1
The pause button and the advance track button doesn't work and the previous track button is awkward and works only some of the time.,1
"The only minor occasional detracting element is the string arrangements by Vince Mendoza, which most of the time blend beautifully but sometimes become 1950ish saccharin at inappropriate times.",1
"If you have a DSLR, don't even bother.",0
Gardot is a jazz singer who is making her mark internationally.,1
"Under rated movie enjoyed it, interesting concept",1
"Please Universal, don't stop!Two",1
"Although I was assured by my students that, if I liked the previous Harry Potter movies, I would love this one I found it a bit disappointing by comparison to the prior four movies.",1
What's there to say; it's Harry Potter and this completed the set.,0
The shows are often flawed in little ways .,1
great choice--now I am complete!,0
This thing works great right out of the box.,1
Jane Eyre - Carrie McClelland is a successful author working in Scotland on a book about the Jacobite rebellion.,1
"it seems, my daughter was frustrated trying to get it to work, after a bit she finally got a bubble to sit on the glove, but not as magical as the commercial for sure!",1
"Please do read,  think aobut, and build on the lessons of this book to meet your life's  goals.",1
Quality of sound coming out of it is super clean and well worth the money.,1
"This is an interesting compilation of vocalists, some of whom I've heard of before, some of whom I hadn't.",1
"I thought this was tiny, like 6 inches.",0
"I gave it 4, not 5, stars b/c",0
and she performed many songs from this album.,0
Tupac was a phat rapper and always will be.,1
"She loves him despite his money, but his father is adamant that he marry another woman.",0
and I would order from you again.,0
"I am very impressed by the build quality, and it has a nice solid feel, with the zoom ring, and focussing ring being tight enough to feel secure, but with enough movement to feel smooth in use.",1
The only negative is that I have had headphones with better fit to my small ears.,1
The song is 2Pac's passion for women who never give up.,1
You can say that with all the hippie stuff that was going around in the late sixties and early seventies that they were a call back to reality of the harder things in life as well as a darker spiritual side to confront the moral conseravatives that came before.,1
"now, bought a new Nikon D850 and got the exact same one.",0
"I know these are minor details, but my students picked up on them, so I think it's worth noting.",1
"If you like listening to audiobooks, the guy who reads the books is fantastic and can make it easier to distinguish between the characters.",1
Good lesson about sharing.,1
The headphones are light in weight.,1
Apparently my card is a Type I and this one is a Type II.,0
", another being the soundtrack from a old TV movie ""Marco Polo"" which unfortuately is no longer in print and also the soundtrack of ""The World of Suzie Wong.",0
I use them for making cards and artwork using my machine.,0
The towers are about 25-30 miles away from her house.,0
"Sometimes, this camera does wonders and can take photos that compare to DSLR.- THe 5x zoom is really nice to have.",1
"This option makes me feel good about telling myself I'll do a second 20 minute walk later on that day, since I'm not always up for doing 40 minutes at once.",1
think she keeps herself looking very young at such an age.i am gonna buy the cd next,0
To anyone who wants an instant headache.,0
"They're absolutely fabulous, and have a good lesson in every book.",1
One of my favorite Christmas movies.,1
These headphones have fantastic sound.,1
I am considering a return,0
It is a good game to keep your kids quiet and pass the time.review by K (age 11),1
"From Phillip's story, we move to Kinsey Millhone, who's just celebrated her thirty-eighth birthday by being on the receiving end of two black eyes and a busted nose.",1
I love reading it to her !,1
All you fools come in here each with a fake smileYou,0
Velcro closure (in addition to zipper) makes for quick closing and access.,1
One bonus for me is that my four month old son enjoys watching lovely Veena and Neena dance while I follow along (looking silly right now).,1
She slides the reader back and forth between past and present with such grace that you hardley know you've changed scenery; and she keeps you riveted with both.,1
It brings a whole new dimension to the immersion.,1
Just hope Wallflower is better,0
This album is a nod to the old blues men of days gone by Joe makes these songs sound like they were reinvented in the 70's the era that made me a blues fan.,1
I am keeping the replacement DVD and will continue to shop Amazon.,1
The whole system is perfect.,1
if you need to photograph something larger then I would recommend the larger studio's that are offered.,1
Mine failed multiple times - only replaced once by B&W under warranty within the first two months of ownership.• The adhesive that they used behind the felt on the earpieces (the piece,1
"So we know games, and we love them.",0
"Sometimes funny, sometimes over my head, but I refused to be intimidated by a comic book.",1
Just not what I was looking for.,0
This flash is a perfect match for my Cannon 30D digital camera.,1
I thought it wasn't  a good example of her work.,0
What I appreciate most about Garland in general is that he doesn't shy away from ideas that have proven to be cliche traps for lesser creators/authors.,1
so I'm happy to update the review to 4 stars.,1
"Wonderful, shipping was so fast.",1
"Black Sabbath"" is, in my opinion, their most musically diverse album.",1
"Once I read this sentence, I kept reading, thinking: ""Surely, the author couldn't assume the reader such a fool"" and hoping that there might be a twist I wasn't predicting.",0
Good radio very nice sound,1
Bigger than I thought too always a bonus :),1
"I grew up watching the old karate kid, so this was a let down from the start.",1
I couldn't use them so returned them.,1
"This is especially evident on the single ""Human Race"", where the lyrics fall flat and come across as uninspired, with ""yeah"" being extremely overused to the point of being irritating.",1
He loves this and plays with it everyday!,0
His songs on this album were all great.,1
It is way to big comparing with other cf card.,1
Strangest kid's book ever.,0
"So depending on what you are looking for, this may suit your needs.",1
"I have so many in my collection now, including Pink's Funhiuse.",0
I took a picture in the car while my husband was driving and it was so dark inside.,1
Came with plenty of extra tips and a nice little drawstring too if if I recall correctly.,1
"Peter Falk is smarter than The Funny Little Man on Law & Order: Criminal Intent, and nearly as funny as Inspector Cleuseau, without being as slapstick.",1
"I Ain't Mad At Cha, Changes",0
Great for the grand kids.,1
"Again, the choreography was decent for the most part.",0
These headphones are so incredibly gorgeous.,1
"it's original packaging, but instead came only in a small cellophane wrapper.",1
"Either way, in general, good CD to have.",1
"They don't buy cars, they buy property or other investments which make them more money.",1
Have read all of Grafton's Alphabet books and looking forward to the rest of the set.,1
Can one accidentally erase a DVD?I started to learn to fly-fish with Jane in the '80's with an Orvis fishing group in Montana.,0
"Standing up, the top of the table is about to her belly button/top of her hips and she can barely reach the bucket on the top to pour water in so it will be a good one for her to grow into.",1
it was?OH—this is a  romance novel and I cannot give away the outcome for any of these character,1
looks all at a steal of a price.,1
(he is used to his turtle glow light that displays the stars).,0
"If that is all it took, the world would be full of millionaires.",1
"I found that neither was a clear winner: the Sigma was sharper in the centre at wide apertures, the Nikon was better across the frame when stopped down a little.",1
Now we are patiently waiting to receive our hard copy story book.,0
but the end of an era for the funniest British comedian in decades.,0
Unable to stop Rhapsody from playing except by turning the player off.,1
"However, this toy keeps my kids occupied, away from the TV, and stretches their imaginations.",1
"Many of his notes are very stream-of-consciousness, and some of Johnny's tales of sex and drugs can be too much of a distraction at times.",1
The earbudi keeps the iphone earbuds in my ears.,1
You can't go wrong with these really.,1
They're just good for listening and aren't too outrageous considering how long they last.,1
"The truly vile nature of this character does not come across as clearly in the movie as in the text, and that is probably a good thing--",1
"As well as being a virtual road map with clear cut steps towards success, this book makes for a wonderful biographical review of some of history's greatest masters.",1
The amplifier churns out solid power however the volume knob can be pretty annoying cause a little turn can increase the volume way more than you need.,1
"If I was in awe of Ms Grande before, I'm even more so now.",1
Solved voice problems added to the experience,0
"""Love Letters"" is not one of her better novels, IMO.",1
The quality of the bricks is very good-,1
Gave this to my 14 year old son for Christmas.,0
Worth every penney it may cost you to own!,1
"Sue Grafton undertook a major endeavor when she started the alphabet mysteries, and I must say, I have enjoyed every last one of them!",1
It is everything that I had hoped for and more.,1
"After buying over 5 sets and being very dissapointed, I took a chance and chose Symphonized brand.",1
Maybe ill pick it up at a later time and continue where i left off but as of now i skipped about 4 pages because of the topic (acoustics and echo) and it made me just want to close the book and find something else.,1
I should note that I live in an apartment,0
The best book I've ever read.,1
"These headphones are absolutely amazing, probably the best pair I've owned in quite a while.",1
super tiny little monkeys with tremendous detail.,1
"Note that on medium and difficult levels, the dungeon and tower do not open right away.",1
"However, once you (the reader) find your own Ariadne's thread for navigating this story, you will not be disappointed and may even enjoy the ride.",1
"Being an alcoholic is not funny-if you want to know how it really is to be one, watch the movie ""Leaving Las Vegas"".",1
"I had wanted the 70-200 2.8, but I just couldn't get myself to part with $$2300",0
Big hit with granddaughter for Christmas.,1
A very good action and realizing who has who.,1
I had such a difficult time getting the characters out of my thoughts for the next day or two after reading the story.,1
"One word that immediately comes to my head when I think of Eisley is ""whimsical.",0
I got this book for a college class I was taking.,0
I recommend this to anyone.,1
Other than that it's really well made.,1
Have a nice day - and as the dedication page of this very book says .,0
There are also 2 stories being told at once.,1
"She was so looking forward to having her book, and now we have no way of getting one.",0
"The title track and band namesake is classic! """,1
ABSOLUTLY FABULOUSLY GENESIS!!,1
I always love the big brawls that all his movies have.,1
"Brightly Wound"" includes a line that could be the band's motto: ""I shall never grow up, make believe is much too fun"".",1
"Also, since I bought it on Amazon.com it is literally 1/2 the cost as buying it retail.",0
Such a fun book to read to kids.,1
"A Bit Of Finger"" is a good, hard rocker.",1
Cher newest album is a #1 hit.,1
Delivered to wrong door number.,0
It is what it is...a Barbie movie.,0
"I remember boardwalk, chance, community chest, and the tokens.",1
"However, when I had a problem with the dvd and sent it back for an exchange, I did not receive another dvd and am considering a full refund.",0
great cd ...enjoy the styling of Melody...,1
I assume this is for anyone who likes to skip around between sections and chapters.,1
but then pictures show up on the screen.,0
They say that they watch them all the time!!!,0
and I highly recommend this seller.,1
"Once I start shooting, I find that I will put the lens that I am not using in a jacket pocket.",0
These are a great buy for the money.,1
(i.e. one either side) so that the binoculars are not bouncing on my chest.,0
Especially good if you plan on interviewing multiple vendors.,1
That's the question that LAST OF THE DOGMEN poses.,0
there is a hum in my speakers and yes the speaker wires are correctly connected.,1
I would recommended it highly to people who are familiar with 'the oldies'.,1
"In fact, the theme stabilizes the soundtrack, making it flow from one emotion to another.",1
Won't buy from this seller again.,1
"The Millionaire Next DoorBy, Thomas J Stanley, Ph.D. & William D. Danko, Ph.",0
"but they seem tough.).As fair as sound quality, at first I was not impressed as there seemed to be no bass.",1
I am surprised you want another one.,0
Google and Apple already provide such options so not essential for me.,1
great product perfect white.,1
I thought it was fun and different.,1
"It's a cool wet activity for the summer, easy to clean and fill wih fresh water on a regular basis.",1
For comfort this gets zero star.,0
"For those who enjoy a flawless historical novel, Scotland, the process of writing, the idea of ancestoral memories, and of course, a little bit of romance, I highly recommend this book.",1
this game gets played with loads love the fact that it is educational,1
"Susanna Kearsley's ""Winter Sea"" is an engrossing page-turner.",1
It was delivered yesterday.,0
This product is just as advertised.,1
"When this movie came out, I was excited that they were making movies about them again, but I was a little worried that it would be ruined because of the animation form.",0
I also love that they hook around the ear so that I don't have to shove them all the way in for them to feel secure.,1
"Columbo is awesome, If you are only slightly familiar with Columbo you will love this set.",1
Not exactly what I was looking for,0
"I loved Melody's first two albums, The Bedroom Sessions and Worrisome Heart.",1
"Good price, work great, Has withstood 2-3 years outdoors in planters.",1
I'm a fan of Ariana's mainstream music.,1
This was a super cute and creative book.,1
I'm going to start this off by saying that 2Pac is hands down the greatest rapper of all time.,1
it eventually grew on me.,0
"I tell you, these footnotes drove me bonkers and ultimately ruined the book for me.",1
Been using this for at least 2 years.,1
This George Michael album is a very easy listen.,1
Quick and easy read with great practical tips.,1
"Written in the English Language of his day - 1930's - 40's, but clear concise English as it should positively be understood, even in 2016.Yes, the reader needs to understand more than colloquial English to read, learn and inwardly digest and enjoy, but even 4th Grade schooling will be sufficient.",1
They live well below their means.,0
If you have not yet seen this do not walk run to watch it.,1
They are always guaranteed to work.,1
"5/5""The Way"" - Is the highest performing single of Ariana's career thus far and it's not hard to understand why...",1
I would recommend this album to anyone who already likes previous albums from Joe Bonamassa.,1
Grace possibly has the worst customer service I have experienced.,0
"Still, I hope for the best.",0
A birthday present for a grandson and his little brother.,0
"Every Cher fan should have it, and if you don't have it, then I strongly reccommend you pick it up NOW!!",1
(which I'm into).I received this product in exchange for my honest and unbiased review.,0
The room they are in is very small (less than 10 feet from the speakers to the couch) so these do a wonderful job of filling the room with as much noise as I (or my wife) can stand.,1
This is my first pair of bluetooth earbuds.,0
All the others were fine.,0
I strongly suggest any one to buy this.,1
He is slamming on the guitar and his singing has come a long way.,0
"THE WORLD'S END isn't the end of the world; though if the apocalypse was this hilarious, I might be willing to sit through it.",1
Bought these for my grandkids for Easter,1
"Fantastic game, playing this with a 6 year old, who is a little frustrated at times but getting better at finding paths.",1
When not in use we would not want standing puddles of water but some would remain in the main basin and on the bow and stern pieces.,1
Original 1991 CD or record sounds the best.,1
"If you earn an above average income,  have a good work ethic and achievement orientation, and have a tendency to  save money, then this book will likely appeal to you and you will benefit  from the information contained in it.",1
Most of what I photograph has tumbled stone in it.,0
i have a good experience with amazon,1
will recomended to friends and family.,1
A great price for what you get.,1
They feel a bit odd with the tip being pointy.,1
and I would not have to send another manuscript in.,0
"This book was recommended to me by three different millionaires, two said it changed their life, so I bought it and have recommended it ever since.",1
"Yes, label on LP confirms",0
""" It wasn't just the Peter Cetera years that were good to Chicago.",0
"However, there are a lot of little pieces that come with the toy that I did not expect.",0
"Somehow my order was delivered in reading, Pa.",0
"so water couldn't get into the table, but somehow the thing still leaks every bit of water",1
It arrived at my home in a timely and military manner.,0
"Actually, in all seriousness, it'd be good if he slowed his release schedule down and worked on something truly special and game changing -",1
thank you for the fast delivery,0
Just don't ever try to use alkaline batteries in it.,1
charged it and works fine.,1
This book covers basic and advanced knowledge.,1
These take up only an eight of the space the others did and he was surprised with the quality.,1
they are out and still working fantastic.,1
and i felt my money was well spent.,1
I might actually just make my own bracket.,0
I have seen it more than once and will continue to watch it often.,1
"The story line doesn't move very fast in the beginning, but it's worth continuing to read.",1
It did not perform as seen on TV.,1
"great guitar, good mix of styles",1
Has me thinking I need to add Polk subwoofer.,1
"I was always aware of Cher's existance (With her clothes, who isn't?), but I wasn't ""officially"" introduced until a few of her songs were featured in an X-Files episode.",0
"and I love the low key, subtle approach he and the crew take in interpreting the Jesse Stone series.",1
"Cavalryman Hondo Lane (John Wayne), himself part Apache, has a working relationship with one of the Apache chiefs.",0
All corners of box were chipped badly.,1
Is this a great literary achievement or,1
Powering these guys is a small Lepai amp that puts out an estimated 20-25 watts rms per channel yet the combination makes these audible to the end of our cove if we so desire.,1
When you push the button it was to come of its support easily.,1
I agree with other reviewers that the caps don't completely match the actual color of the marker.,1
"The youthful narrator's obsession with his employer's breasts adds little to the story line, except that she turns out to be a stripper, so he is in luck.",1
This book is still good after 50 + years.,1
We cannot always be so hard on ourselves or the work that we do.,0
They have to hide their support and efforts because there are spies all around.,1
Like the diversity of performers.,0
"How Do You Want It"", ""Unconditional Love"", ""Life Goes On"" and the very heavy hitting diss ""Hit Em Up.",0
The only complaint I have is that the colors of chance and community chest are a bit too close together.,1
I think I may need to get down to business and read more.,0
What I thought was a one piece wood design turns out to be 2 pieces glued together.,1
"Once you've seen the film, the album becomes great, because it only supplements the movie, much more so than other soundtracks.",1
"You get very detailed highs and mids, a natural tuned bass and solid lows, but if you'd like to tweak the audio, you can of course do that with your devices equalizer (provided it has one.)This headphone is also a compact headset.",1
The toppings are easy to pull off and put on.,1
It struck me as being a manual for psychopaths:,1
They don't leave the desk and are not abused.,1
I'm pretty sure he has it in him.,0
SO if this is your main goal with this it works.,1
My Grandson loves this game.,1
